id,nombre,unidad_medida_id,costo_base,activo,clase_sugerida,frecuencia_en_excel,unidad_referida,observaciones
388,TELA FOCUS HIELO,4,33500.0,True,INSUMO,2,METROS,derivado_de_excel; variantes=1; ejemplos=TELA FOCUS HIELO:2
389,TELA GRIS SIN NOMBRE,4,0.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA GRIS SIN NOMBRE:1
390,TELA JOY NEGRO,4,12500.0,True,INSUMO,3,METROS,derivado_de_excel; variantes=1; ejemplos=TELA JOY NEGRO:3
391,TELA LIN PLATA,4,39000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA LIN PLATA:1
392,TELA PRANA NEGRA/PLATA/CAMEL/GRIS,4,35000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA PRANA NEGRA/PLATA/CAMEL/GRIS:1
393,TELA PRANNA,4,34000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA PRANNA:1
394,TELA PRANNA GRIS MEDIO,4,32999.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA PRANNA GRIS MEDIO:1
395,TELA PRANNA NEGRA,4,34899.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA PRANNA NEGRA:1
396,TELA VARAD Y CORAL,4,39060.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA VARAD Y CORAL:1
397,TELA VELEZ BEIS,4,29000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA VELEZ BEIS:1
398,TELA VELEZ CAFE,4,30000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TELA VELEZ CAFE:1
399,TENDIDO,39,63000.0,True,INSUMO,1,DE 2X2,derivado_de_excel; variantes=1; ejemplos=TENDIDO:1
400,TERMICOINGIBLE,4,1000.0,True,INSUMO,1,METROS,derivado_de_excel; variantes=1; ejemplos=TERMICOINGIBLE:1
401,TINER,15,34000.0,True,INSUMO,49,GALON,derivado_de_excel; variantes=1; ejemplos=TINER:49
402,TINTE MIEL,12,28000.0,True,INSUMO,49,galon,derivado_de_excel; variantes=1; ejemplos=TINTE MIEL:49
403,TOMA,5,21500.0,True,INSUMO,2,UNIDAD,derivado_de_excel; variantes=1; ejemplos=TOMA:2
404,TOMA EXPANDIBLE,2,260000.0,True,INSUMO,9,unidades,derivado_de_excel; variantes=1; ejemplos=TOMA EXPANDIBLE:9
405,TOMAS,3,5000.0,True,INSUMO,1,UNIDADES,derivado_de_excel; variantes=1; ejemplos=TOMAS:1
406,TOMAS NEGROS,5,10500.0,True,INSUMO,21,UNIDAD,derivado_de_excel; variantes=1; ejemplos=TOMAS NEGROS:21
407,TOMAS NEGROS CON USB,3,23000.0,True,INSUMO,4,UNIDADES,derivado_de_excel; variantes=1; ejemplos=TOMAS NEGROS CON USB:4
408,TOPES,25,3000.0,True,INSUMO,39,JALADORES,derivado_de_excel; variantes=1; ejemplos=TOPES:39
409,TORNIILLOS DE PATAS,5,100.0,True,INSUMO,4,UNIDAD,derivado_de_excel; variantes=1; ejemplos=TORNIILLOS DE PATAS:4
410,TORNILLOS,3,100.0,True,INSUMO,33,UNIDADES,derivado_de_excel; variantes=1; ejemplos=TORNILLOS:33
411,TORNILLOS 1,3,100.0,True,INSUMO,3,UNIDADES,derivado_de_excel; variantes=1; ejemplos=TORNILLOS 1:3
412,TORNILLOS 1 1/2,5,100.0,True,INSUMO,1,UNIDAD,derivado_de_excel; variantes=1; ejemplos=TORNILLOS 1 1/2:1
413,"TORNILLOS 1""",3,100.0,True,INSUMO,3,UNIDADES,"derivado_de_excel; variantes=1; ejemplos=TORNILLOS 1"":3"
414,"TORNILLOS 1""1/2",3,100.0,True,INSUMO,2,UNIDADES,"derivado_de_excel; variantes=1; ejemplos=TORNILLOS 1""1/2:2"
415,TORNILLOS 1' DE UNAS,3,2400.0,True,INSUMO,1,UNIDADES,derivado_de_excel; variantes=1; ejemplos=TORNILLOS 1' DE UNAS:1
416,TORNILLOS 2,3,100.0,True,INSUMO,4,UNIDADES,derivado_de_excel; variantes=1; ejemplos=TORNILLOS 2:4
417,"TORNILLOS 2""",3,100.0,True,INSUMO,2,UNIDADES,"derivado_de_excel; variantes=1; ejemplos=TORNILLOS 2"":2"
418,TORNILLOS DE 1 1/2,3,100.0,True,INSUMO,4,UNIDADES,derivado_de_excel; variantes=1; ejemplos=TORNILLOS DE 1 1/2:4
419,"TORNILLOS DE 1 1/2""",3,100.0,True,INSUMO,21,UNIDADES,"derivado_de_excel; variantes=1; ejemplos=TORNILLOS DE 1 1/2"":21"
420,"TORNILLOS DE 1"" 1/2",53,100.0,True,INSUMO,12,UNIDAD 0,"derivado_de_excel; variantes=1; ejemplos=TORNILLOS DE 1"" 1/2:12"
421,"TORNILLOS DE 1""1/2",5,100.0,True,INSUMO,1,UNIDAD,"derivado_de_excel; variantes=1; ejemplos=TORNILLOS DE 1""1/2:1"
422,TORNILLOS DE 2,5,100.0,True,INSUMO,4,UNIDAD,derivado_de_excel; variantes=1; ejemplos=TORNILLOS DE 2:4
423,"TORNILLOS DE 2""",8,100.0,True,INSUMO,170,Unidad,"derivado_de_excel; variantes=1; ejemplos=TORNILLOS DE 2"":170"
424,TORNILLOS DE 2'',3,63.0,True,INSUMO,2,UNIDADES,derivado_de_excel; variantes=1; ejemplos=TORNILLOS DE 2'':2
425,TORNILLOS DE UNA,3,1800.0,True,INSUMO,1,UNIDADES,derivado_de_excel; variantes=1; ejemplos=TORNILLOS DE UNA:1
426,TORNILLOS TUERCA DE UNA,5,800.0,True,INSUMO,1,UNIDAD,derivado_de_excel; variantes=1; ejemplos=TORNILLOS TUERCA DE UNA:1
427,TORNILLOS TUERCA UNA,3,1650.0,True,INSUMO,2,UNIDADES,derivado_de_excel; variantes=1; ejemplos=TORNILLOS TUERCA UNA:2
428,TRASPORTE,40,125000.0,True,INSUMO,1,METRO,derivado_de_excel; variantes=1; ejemplos=TRASPORTE:1
429,TRITURADO,5,15000.0,True,INSUMO,1,UNIDAD,derivado_de_excel; variantes=1; ejemplos=TRITURADO:1
430,TUERCA UNA,10,2400.0,True,INSUMO,1,PAR,derivado_de_excel; variantes=1; ejemplos=TUERCA UNA:1
431,UNDUPLAC,84,13750.0,True,INSUMO,2,LAMINA ( 55*56),derivado_de_excel; variantes=1; ejemplos=UNDUPLAC:2
432,VIDRIOS,11,45000.0,True,INSUMO,38,unidad,derivado_de_excel; variantes=1; ejemplos=VIDRIOS:38
