nombre_producto,nombre_material,cantidad_base,tipo_escala,distancia_pauta_cm,tornillos_por_pieza,condicion_activacion,rangos,formula_personalizada,observaciones
03/11/25 CAMA 2X2 ISIDRO MELAMINA,SUPER,0.2,VOLUMEN,,,,,,unidad_raw=LITROS | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=19000.0 | total_raw=3800.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,CANTO 19,8.0,LINEAL,,,,,,unidad_raw=METROS | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=800.0 | total_raw=6400.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,MELAMINA DE 15 VIENES,0.225,AREA,,,,,,unidad_raw=1 PEDAZO 50X45=2250 | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=246000.0 | total_raw=55350.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,MELAMINA DE 15 VIENES,0.225,AREA,,,,,,unidad_raw=1 PEDAZO 50X45=2250 | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=246000.0 | total_raw=55350.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,MELAMINA DE 15 VIENES,0.225,AREA,,,,,,unidad_raw=1 PEDAZO 45X50=2250 | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=246000.0 | total_raw=55350.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,MELAMINA DE 15 VIENES,0.225,AREA,,,,,,unidad_raw=1 PEDAZO 45X50=2250 | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=246000.0 | total_raw=55350.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,gastos de Ebanisteria e 5%,1.0,FORMULA,,,,,,seccion=EBANISTA WILMER MANO DE OBRA= | total_raw=26294.75
03/11/25 CAMA 2X2 ISIDRO MELAMINA,SECCION PINTURA Y PREPARADA,1.0,FORMULA,,,,,DE 2 NOCHEROS,seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS
03/11/25 CAMA 2X2 ISIDRO MELAMINA,PREPARADO JOTA,1.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=36750.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,PINTURA ALEX,1.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=36750.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,SELLADOR,1.0,FORMULA,,,,,,unidad_raw=PISTOLADAS | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=18000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,LIJA 400,1.0,FORMULA,,,,,,unidad_raw=unidades | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=2000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,NITRO,1.0,FORMULA,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=70000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,VIDRIOS,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=45000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,TALCO,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=2500.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,TINER,1.0,FORMULA,,,,,,unidad_raw=GALON | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=34000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,TOPES,1.0,FORMULA,,,,,,unidad_raw=JALADORES | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=3000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,COLOR,1.0,FORMULA,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=22000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,ENCINA,1.0,FORMULA,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=160000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,GASOLINA,1.0,FORMULA,,,,,,unidad_raw=ML | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=4500.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,RESANE,1.0,FORMULA,,,,,,unidad_raw=LITRO | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=20000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,LACA,1.0,FORMULA,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | precio_unitario_raw=23000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,Gastos de Pintura 10%,1.0,FORMULA,,,,,,seccion=SECCION PINTURA Y PREPARADA DE 2 NOCHEROS | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,SECCION PINTURA Y PREPARADA,1.0,FORMULA,,,,,CAMAS,seccion=SECCION PINTURA Y PREPARADA CAMAS
03/11/25 CAMA 2X2 ISIDRO MELAMINA,PREPARADO JOTA,1.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=63000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,PINTURA ALEX,1.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=26250.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,PINTURA DE PATAS ALEX,1.0,FIJO,,,,,,unidad_raw=16.0 | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=2100.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,SELLADOR,1.0,FORMULA,,,,,,unidad_raw=PISTOLADAS | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=18000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,LIJA 400,1.0,FORMULA,,,,,,unidad_raw=unidades | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=2000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,NITRO,1.0,FORMULA,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA CAMAS | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,lija 220,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=2000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,lija 120,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=2000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,LACA SEMIMATE,1.0,FORMULA,,,,,,unidad_raw=GALON | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=23000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,kerosen,1.0,FORMULA,,,,,,unidad_raw=litro | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=18000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,COLOR,1.0,FORMULA,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=20000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,TINTE MIEL,1.0,FORMULA,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA CAMAS | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,GASOLINA,1.0,FORMULA,,,,,,unidad_raw=LITRO | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=4.5 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,RESANE,1.0,FORMULA,,,,,,unidad_raw=LITRO | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=23000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,LACA BRILLANTE,1.0,FORMULA,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA CAMAS | precio_unitario_raw=23000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,Gastos de Pintura 10%,1.0,FORMULA,,,,,,seccion=SECCION PINTURA Y PREPARADA CAMAS | total_raw=32095.1
03/11/25 CAMA 2X2 ISIDRO MELAMINA,TOMAS NEGROS,1.0,FORMULA,,,,,,unidad_raw=UNIDAD | seccion=SECCION TERMINACION | precio_unitario_raw=10500.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,REGLETA ANCHA,1.0,FORMULA,,,,,,unidad_raw=UNIDAD | seccion=SECCION TERMINACION | precio_unitario_raw=20000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,REGLETA DELGADA,1.0,FORMULA,,,,,,unidad_raw=UNIDAD | seccion=SECCION TERMINACION | precio_unitario_raw=20000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,LAMPARAS DE LUZ,1.0,FORMULA,,,,,,unidad_raw=UNIDADES | seccion=SECCION TERMINACION | precio_unitario_raw=100000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,CABLE DE 12,1.0,FORMULA,,,,,,unidad_raw=METROS | seccion=SECCION TERMINACION | precio_unitario_raw=3000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,APAGADORES,1.0,FORMULA,,,,,,unidad_raw=PAR | seccion=SECCION TERMINACION | precio_unitario_raw=1500.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,ENCHUFLES BLANCO MACHO,1.0,FORMULA,,,,,,unidad_raw=UNIDADES | seccion=SECCION TERMINACION | precio_unitario_raw=2000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,HERRAJES DE CAMA,1.0,FORMULA,,,,,,unidad_raw=PAR | seccion=SECCION TERMINACION | precio_unitario_raw=160000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,JALADORES,1.0,FIJO,,,,,,unidad_raw=UNIDAD | seccion=SECCION TERMINACION | precio_unitario_raw=26800.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,MULTIUSOS,1.0,FORMULA,,,,,,unidad_raw=UNIDADES | seccion=SECCION TERMINACION | precio_unitario_raw=3000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,CORREDERAS,1.0,FIJO,,,,,,unidad_raw=unidades | seccion=SECCION TERMINACION | precio_unitario_raw=8000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,EMBALADA,1.0,FORMULA,,,,,,unidad_raw=unidades | seccion=SECCION TERMINACION | precio_unitario_raw=150000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,SECCION TENDIDO,1.0,FORMULA,,,,,,seccion=SECCION TERMINACION | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,MADERA 60X1X4,900.0,FORMULA,,,,,,unidad_raw=APAMATE | seccion=SECCION TERMINACION | precio_unitario_raw=140000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,FABRICACION TENDIDO,0.0,FORMULA,,,,,,seccion=PATA DE TENDIDO
03/11/25 CAMA 2X2 ISIDRO MELAMINA,MDF DE 9,0.142,AREA,,,,,,unidad_raw=1 PEDAZO 190X75=14250 | seccion=PATA DE TENDIDO | precio_unitario_raw=140000.0 | total_raw=19880.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,MDF DE 9,0.142,AREA,,,,,,unidad_raw=1 PEDAZO 190X75=14250 | seccion=PATA DE TENDIDO | precio_unitario_raw=140000.0 | total_raw=19880.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,HECHURA,1.0,FIJO,,,,,,unidad_raw=UNIDAD | seccion=PATA DE TENDIDO | precio_unitario_raw=60000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,SECCION TAPICERIA,1.0,FORMULA,,,,,,unidad_raw=MANO DE OBRA= | seccion=SECCION TAPICERIA MANO DE OBRA=
03/11/25 CAMA 2X2 ISIDRO MELAMINA,TELA PRANNA NEGRA,2.0,AREA,,,,,,unidad_raw=METROS | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=34899.0 | total_raw=69798.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,COLA DE RATA,0.0,LINEAL,,,,,,unidad_raw=METROS | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=1570.0 | total_raw=7222.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,ESPUMA 1/2 BLANCA,0.0,AREA,,,,,,unidad_raw=METROS | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=7300.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,GRAPAS,0.15,ESPACIADO,,,,,,unidad_raw=CAJA DE GRAPAS | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=12000.0 | total_raw=1800.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,ESPUMA AZUL DE 2 PULGADAS,0.0,AREA,,,,,,unidad_raw=LAMINA | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=41000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,TORNILLOS DE 1 1/2,26.0,ESPACIADO,,,,,,unidad_raw=UNIDADES | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=100.0 | total_raw=2600.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,ESPUMA DE 1 1/2'' ROSADA,0.75,AREA,,,,,,unidad_raw=UNIDADES | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=26000.0 | total_raw=19500.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,ESPUMA BLANCA DE 1',0.0,AREA,,,,,,unidad_raw=UNIDAD | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=14500.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,ESPUMA 1 1/2'' AZUL,0.0,AREA,,,,,,unidad_raw=MTS | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=1000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,COSTAL,2.0,AREA,,,,,,unidad_raw=METROS | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=2240.0 | total_raw=4480.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,HILO,0.0,FORMULA,,,,,,unidad_raw=UNIDAD | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=25000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,PEGANTE DE PISTOLA,0.0,VOLUMEN,,,,,,unidad_raw=LITRO | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=43000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,SUPER,0.0,VOLUMEN,,,,,,unidad_raw=LITRO | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=19.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,ESPUMA 1' NARANJA,0.0,AREA,,,,,,unidad_raw=CM | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=16000.0 | total_raw=0.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,HECHURA,1.0,FIJO,,,,,,seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=80000.0 | total_raw=80000.0
03/11/25 CAMA 2X2 ISIDRO MELAMINA,LENCILLO,5.5,LINEAL,,,,,,unidad_raw=METROS | seccion=SECCION TAPICERIA MANO DE OBRA= | precio_unitario_raw=2650.0 | total_raw=14575.0
01/11/25 CAMA 1.60 ISIDRO,MADERA (2),1447.0,FORMULA,,,,,,unidad_raw=APAMATE | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=140.0 | total_raw=202580.0
01/11/25 CAMA 1.60 ISIDRO,"MDF DE 2,7",0.266,AREA,,,,,,unidad_raw=1 PEDAZO 140X190=26600 | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=65000.0 | total_raw=17290.0
01/11/25 CAMA 1.60 ISIDRO,LAMINA DE 9,0.84,AREA,,,,,,unidad_raw=1 PEDAZO 140X60=8400 | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=140000.0 | total_raw=117600.0
01/11/25 CAMA 1.60 ISIDRO,LAMINA DE 5.5,0.66,AREA,,,,,,unidad_raw=1 PEDAZO 166X40=66.4 | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=130000.0 | total_raw=85800.0
01/11/25 CAMA 1.60 ISIDRO,COLBON,0.5,VOLUMEN,,,,,,unidad_raw=LITRO | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=14000.0 | total_raw=7000.0
01/11/25 CAMA 1.60 ISIDRO,GRAPAS,0.15,ESPACIADO,,,,,,unidad_raw=CAJA | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=12000.0 | total_raw=1800.0
01/11/25 CAMA 1.60 ISIDRO,GANCHOS,1.0,FIJO,,,,,,unidad_raw=PAR | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=20000.0 | total_raw=20000.0
01/11/25 CAMA 1.60 ISIDRO,F40,0.08,FORMULA,,,,,,unidad_raw=TIRAS | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=28000.0 | total_raw=2240.0
01/11/25 CAMA 1.60 ISIDRO,"TORNILLOS DE 2""",100.0,ESPACIADO,,,,,,unidad_raw=Unidad | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=100.0 | total_raw=10000.0
01/11/25 CAMA 1.60 ISIDRO,ebanisteria 300.000 x 5% de m.o,1.0,FORMULA,,,,,,seccion=EBANISTA WILMER MANO DE OBRA= | total_raw=315000.0
01/11/25 CAMA 1.60 ISIDRO,gastos de Ebanisteria e 10%,1.0,FORMULA,,,,,,seccion=EBANISTA WILMER MANO DE OBRA= | total_raw=106666.0
01/11/25 CAMA 1.60 ISIDRO,CORREDERAS 35 NORMAL,1.0,FIJO,,,,,,unidad_raw=PAR | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=12000.0 | total_raw=12000.0
01/11/25 CAMA 1.60 ISIDRO,"MDF DE 2,7",0.46,AREA,,,,,,unidad_raw=1 PEDAZO DE 1.00X46=46 | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=65000.0 | total_raw=29900.0
01/11/25 CAMA 1.60 ISIDRO,LAM MDF 5,0.97,AREA,,,,,,unidad_raw=1 PEDASO DE 2.44X40=97.6 | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=130000.0 | total_raw=126100.0
01/11/25 CAMA 1.60 ISIDRO,LAM MDF 9,1.0,FORMULA,,,,,,"unidad_raw=1 PEDASO DE 1,50X40=60 | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=140.0 | total_raw=21875.0"
01/11/25 CAMA 1.60 ISIDRO,COLBON,1.0,FORMULA,,,,,,unidad_raw=litros | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=14000.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,GRAPAS,5.0,ESPACIADO,,,,,,unidad_raw=Unidad | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=600.0 | total_raw=3000.0
01/11/25 CAMA 1.60 ISIDRO,CLAVILLOS N F 40,3.0,ESPACIADO,,,,,,unidad_raw=TIRA | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=1000.0 | total_raw=3000.0
01/11/25 CAMA 1.60 ISIDRO,HECHURA,1.0,FIJO,,,,,,unidad_raw=PAR | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=157500.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,"TORNILLOS DE 2""",12.0,ESPACIADO,,,,,,unidad_raw=Unidad | seccion=EBANISTA WILMER MANO DE OBRA= | precio_unitario_raw=100.0 | total_raw=1200.0
01/11/25 CAMA 1.60 ISIDRO,gastos de Ebanisteria e 5%,1.0,FORMULA,,,,,,seccion=EBANISTA WILMER MANO DE OBRA= | total_raw=26294.75
01/11/25 CAMA 1.60 ISIDRO,SECCION PINTURA Y PREPARADA,1.0,FORMULA,,,,,DE NOCHERO,seccion=SECCION PINTURA Y PREPARADA DE NOCHERO
01/11/25 CAMA 1.60 ISIDRO,PREPARADO JOTA,1.0,FIJO,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=36750.0 | total_raw=36750.0
01/11/25 CAMA 1.60 ISIDRO,PINTURA ALEX,1.0,FIJO,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=36750.0 | total_raw=36750.0
01/11/25 CAMA 1.60 ISIDRO,SELLADOR,2.0,VOLUMEN,,,,,,unidad_raw=PISTOLADAS | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=18000.0 | total_raw=36000.0
01/11/25 CAMA 1.60 ISIDRO,LIJA 400,0.5,FORMULA,,,,,,unidad_raw=unidades | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=2000.0 | total_raw=1000.0
01/11/25 CAMA 1.60 ISIDRO,NITRO,1.0,FORMULA,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=70000.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,VIDRIOS,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=45000.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,TALCO,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=2500.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,TINER,1.0,FORMULA,,,,,,unidad_raw=GALON | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=34000.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,TOPES,1.0,FORMULA,,,,,,unidad_raw=JALADORES | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=3000.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,COLOR BLANCO,1.0,VOLUMEN,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=22000.0 | total_raw=22000.0
01/11/25 CAMA 1.60 ISIDRO,COLOR ANACARADO,0.5,VOLUMEN,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=22000.0 | total_raw=11000.0
01/11/25 CAMA 1.60 ISIDRO,ENCINA,1.0,FORMULA,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=160000.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,GASOLINA,1.0,FORMULA,,,,,,unidad_raw=ML | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=4500.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,RESANE,1.0,FORMULA,,,,,,unidad_raw=LITRO | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=20000.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,LACA S/M,0.5,VOLUMEN,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | precio_unitario_raw=23000.0 | total_raw=11500.0
01/11/25 CAMA 1.60 ISIDRO,Gastos de Pintura 10%,1.0,FORMULA,,,,,,seccion=SECCION PINTURA Y PREPARADA DE NOCHERO | total_raw=15500.0
01/11/25 CAMA 1.60 ISIDRO,SECCION PINTURA Y PREPARADA,1.0,FORMULA,,,,,PATAS,seccion=SECCION PINTURA Y PREPARADA PATAS
01/11/25 CAMA 1.60 ISIDRO,PREPARADO JOTA,0.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA PATAS | precio_unitario_raw=63000.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,PINTURA ALEX,0.0,FORMULA,,,,,,unidad_raw=CON EL 5% | seccion=SECCION PINTURA Y PREPARADA PATAS | precio_unitario_raw=26250.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,PINTURA DE PATAS ALEX,8.0,FORMULA,,,,,,seccion=SECCION PINTURA Y PREPARADA PATAS | precio_unitario_raw=2100.0 | total_raw=16800.0
01/11/25 CAMA 1.60 ISIDRO,SELLADOR,0.5,VOLUMEN,,,,,,unidad_raw=PISTOLADAS | seccion=SECCION PINTURA Y PREPARADA PATAS | precio_unitario_raw=18000.0 | total_raw=9000.0
01/11/25 CAMA 1.60 ISIDRO,LIJA 400,0.4,FORMULA,,,,,,unidad_raw=unidades | seccion=SECCION PINTURA Y PREPARADA PATAS | precio_unitario_raw=2000.0 | total_raw=800.0
01/11/25 CAMA 1.60 ISIDRO,NITRO,1.0,FORMULA,,,,,,unidad_raw=galon | seccion=SECCION PINTURA Y PREPARADA PATAS | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,lija 220,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA PATAS | precio_unitario_raw=2000.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,lija 120,1.0,FORMULA,,,,,,unidad_raw=unidad | seccion=SECCION PINTURA Y PREPARADA PATAS | precio_unitario_raw=2000.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,LACA SEMIMATE,0.2,VOLUMEN,,,,,,unidad_raw=GALON | seccion=SECCION PINTURA Y PREPARADA PATAS | precio_unitario_raw=23000.0 | total_raw=4600.0
01/11/25 CAMA 1.60 ISIDRO,kerosen,1.0,FORMULA,,,,,,unidad_raw=litro | seccion=SECCION PINTURA Y PREPARADA PATAS | precio_unitario_raw=18000.0 | total_raw=0.0
01/11/25 CAMA 1.60 ISIDRO,COLOR,0.2,VOLUMEN,,,,,,unidad_raw=PISTOLADA | seccion=SECCION PINTURA Y PREPARADA PATAS | precio_unitario_raw=20000.0 | total_raw=4000.0
